country	institution	id	group	country_cd
Russian Federation	Nizhny Novgorod State Technical University	cad819213f5d9ce9f034063e2002261c	prof	code_4
Iran (Islamic Republic of)	University of Bojnord	f090a802389ccea12659077c41accf5a	prof	code_3
Mozambique	ActionAid	8ae4a7a08da0971881877b105a2d8661	PhD	code_4
Kenya	Kenya Methodist University	3d4a9cde91c83ee04ba911c7898c48f5	prof	code_3
Sweden	Colloidal Resource (Sweden)	0d7800794a8b5baad0d1cc853063b517	assistant_prof	code_5
United Kingdom of Great Britain and Northern Ireland	Schauenburg (United Kingdom)	47a1ec73fec3df69a1d2c9fa42b9ce7a	PhD	code_5
Brazil	Instituto Sócioambiental	eb69784c0427070a7b591ddcf0afc022	PostDoc	code_1
United Kingdom of Great Britain and Northern Ireland	PNO Consultants (United Kingdom)	7ef399bd163699ab1789ef2f8db427ab	PhD	code_5
Norway	Norsk Hoppemelk (Norway)	1769864c320800d611ecfe781d860ec1	assistant_prof	code_4
China	Guangdong Provincial Academy of Environmental Science	140adbd36f23055d1649176d73589c12	prof	code_1
United Kingdom of Great Britain and Northern Ireland	Harlow College	54a3513bd58ad03d060a23dcf3434605	PostDoc	code_5
Ireland	International Information Management Corporation	36255caaa9504a341150292d7fc9df0f	PostDoc	code_3
Australia	Reef Ecologic	4d38f3a25531330983b8c2c98c276f2e	PhD	code_1
Germany	Harro Höfliger (Germany)	14b7267bac2b985e2e2cdf1e56b3e41e	assistant_prof	code_2
Italy	Azienda Ospedaliera di Perugia	38145252422fa16c452e064bd5db2cc4	PostDoc	code_3
Czechia	Brno International Business School	a458b7b3eac6973ff083809b73f552de	prof	code_2
Japan	Senshio Rifu hospital	49849fdf7a705f13893ce88e091d7717	prof	code_3
Croatia	NOVAMINA Innovative Technology Centre	c9a554ccd155fd8a725c71cb28c322dd	PostDoc	code_2
Spain	Instituto Navarro de Tecnología e Infraestructuras Agroalimentarias	ca259ff24d01ae7e347e05b74df6239c	PostDoc	code_5
Norway	MMC Green Technology (Norway)	860e0df11be747302975da6e12f9e715	PhD	code_4
Colombia	Corporación Tecnológica de Bogotá	ad4b7a7b9415c43e38d0e353b3b3f73b	PhD	code_2
Netherlands	Bayer (Netherlands)	b4ff07478c41ba1d41f3e91e98ad3132	PostDoc	code_4
United Arab Emirates	Alhosn University	29eb29c44a0389dbeef38eeead7d7159	PhD	code_5
Italy	Pontifical University of Saint Thomas Aquinas	515012953c8e801cb85041e8a1f1f296	PostDoc	code_3
Poland	TDJ (Poland)	c49351f4cbb4dcea3543cd4dd3c51df3	PhD	code_4
India	Rama Dental College Hospital & Research Centre	3698aa7c74f8af1cd1c0f8c59fa857c2	assistant_prof	code_3
Germany	University of Applied Sciences FHDW Hannover	90633ae6f6855c72c5d30d838d65ef76	PostDoc	code_2
Portugal	Instituto Politécnico de Leiria	6b6ca29d6cf995334fc26527ce1ca6c6	PostDoc	code_4
Argentina	Regen Network (Argentina)	c169e5d816a5fcec8537ab0c72725eda	PhD	code_1
Spain	i2CAT	73df33b43c98968f4ddf7fd64c4eb555	assistant_prof	code_5
Norway	Árran Julevsáme Guovdásj Lulesamisk Senter	68b4db489588aec0dd4789caba7bf860	PostDoc	code_4
Japan	Shiminkatsudou Information Center	479db820ff24093a648b8be5a5df8266	assistant_prof	code_3
Germany	r2b Energy Consulting (Germany)	4ab8c5d8b8df2bd76af9c80a764fae36	PostDoc	code_2
United Kingdom of Great Britain and Northern Ireland	Arnolfini	aaba853fccb2195c0b653c2d32b3b654	PostDoc	code_5
United Kingdom of Great Britain and Northern Ireland	British Editorial Society of Bone & Joint Surgery	e11ff901d9be9eaf3859054e9ef182f2	assistant_prof	code_5
Canada	Alcatel-Lucent (Canada)	6d06b3484e7ddfb3a445a953e2e948d7	prof	code_1
Japan	Kanazawa Seiryo University	691276404e82ed2c158d757773aef4fd	PhD	code_3
India	Defence Materials and Stores Research and Development Establishment	15eaa7ab312130ebe4fca1bb4feb1c74	PostDoc	code_3
India	University College of Medical Sciences	70414e2891cb5cc145ea2113b686e06b	PostDoc	code_3
Türkiye	Usak University	0a9e46c7c79fe9bd92cc0289d925631a	PhD	code_5
Germany	JENAer Meßtechnik (Germany)	1fa3ad5e8a3dd869db6b045b119bdb19	PhD	code_2
Canada	Canadian Association for Commonwealth Literature and Language Studies	3785d47270f8dbb3ce232b451134d10b	prof	code_1
Colombia	Jardín Botánico de Bogotá José Celestino Mutis	1ada7a23aed8d4e38d6f53f2fb921763	PostDoc	code_2
Germany	Institut Raum & Energie (Germany)	c92f9b892a5f0413671f159df5e51f04	prof	code_2
Czechia	2N Telecommunications (Czechia)	a79942ae1b1259368eb5b847cd5328e4	prof	code_2
Belgium	Community Research and Development Information Service	5552118b18a133756d041b780cb7dd1b	prof	code_1
Spain	Tecnitest (Spain)	13bb965ec6ff79c7a5451d78d7dcdacb	PostDoc	code_5
Ukraine	"National University ""Yuri Kondratyuk Poltava Polytechnic"""	b238799717adc346d5a24e4d1381799e	PostDoc	code_5
Netherlands	Vector Fabrics (Netherlands)	1622017bac4d6ce5846ff13e7b4c3577	assistant_prof	code_4
Italy	Art Aia - Creatives / In / Residence	0b2f5403aefa994a3b150164dee5520b	prof	code_3
Australia	Water Technology (Australia)	22d775f659002a7e445916153b43cbbc	PostDoc	code_1
Taiwan (Province of China)	Fortune Institute of Technology	f49b25a5d8a26b4793615dec604bb103	PhD	code_5
Nicaragua	Universidad Metropolitana	603e1670cc5998e01393ff059bc612ce	PostDoc	code_4
China	MicroPort (China)	2c05bd2b12e29dbfd241ddde0e96e888	assistant_prof	code_1
India	NonFerrous Materials Technology Development Centre	189ffb3a77853895808c5b23e0127517	PostDoc	code_3
Saudi Arabia	Al-Ghad International Health Sciences Colleges	2a1a68eb1e1375fae3bf14fc13e19658	PostDoc	code_4
United Kingdom of Great Britain and Northern Ireland	Hospital of St John & St Elizabeth	b47cb1fdbb8df1bec60429d4096c19c0	PostDoc	code_5
Germany	Moritz Klinik	a808f807b8079dd2383ca287c1acdb68	PhD	code_2
Czechia	Institute of Technology and Business	a1da20cc7ef84f2a6e0ed25ae0f40b24	prof	code_2
Netherlands	Bristol-Myers Squibb (Netherlands)	8b26489005a6b3666fdd437ad7dd15a5	prof	code_4
China	Wuhan Dongxihu District People Hospital	9822a669cbf6842b0cb7d50151aa0fb0	assistant_prof	code_1
Uganda	Civil Society Budget Advocacy Group	4d77bc09ae1490638d54567f149a356a	PhD	code_5
Japan	Inouye Eye Hospital	a0ec2ca692a0ff2cac7453f4c0d16023	assistant_prof	code_3
Greece	Ministry of Health	9cef9d955e249ef25ab72823d3c8b200	PhD	code_2
Japan	Kao Corporation (Japan)	817da0746ab9bc90637bc82b3f478d68	assistant_prof	code_3
Republic of Korea	Hyundai Steel (South Korea)	455b88e3a6128161d58f5c009fcc3036	PostDoc	code_4
Czechia	NDCon (Czechia)	c22d106585085a35e3efa00d0a006326	prof	code_2
Croatia	Ministry of Health	46a705dc4847a1a5b18550dd22878a54	PhD	code_2
Lebanon	International Center for Human Sciences	77bf99704faeefd23f4a1669f8a87980	prof	code_3
Netherlands	Dutch Polymer Institute	bf13b6cf965bf685f81b22ceb71d659b	PostDoc	code_4
Canada	Great Plains College	be6ab48ab4e8a1c02503d6f7e6a610aa	PhD	code_1
China	Shenzhen Bao'an District People's Hospital	99680f4edcc09151bdde10954d2782f0	PhD	code_1
Pakistan	Karachi Medical and Dental College	0f273977e46087b030a71bbf4cf46568	PhD	code_4
Spain	EuroEspes Biomedical Research Center	2e5d6a14413397fe5aa9c62e840dfbde	assistant_prof	code_5
United Kingdom of Great Britain and Northern Ireland	University of West London	4dc40bff4f6e1b22bac1a1cc46c3eb87	PostDoc	code_5
Germany	Deutsche Bundesstiftung Umwelt	6e4d02db805d449829127da3e0af5292	PostDoc	code_2
Brazil	Sociedade Brasileira de Educação Matemática	e0eec0dea7b1ffcd705e02182733edb3	PhD	code_1
Republic of Korea	Hyupsung University	6403d5e55547276e56c228574279fded	PhD	code_4
Japan	Doai Memorial Hospital	6779a7770ca3e21fb84b6359dbf2fb9e	PhD	code_3
India	Voluntary Health Association Of India	e401f73710ca8aeedebdd37cb954e564	PostDoc	code_3
Republic of Korea	Earlogic (South Korea)	42c944ee60a2a0e4d184984ca689df39	PhD	code_4
China	Hospital 463 People's Liberation Army	ac815e382a7ac838107936c1bcf3736a	PostDoc	code_1
Japan	Utsunomiya Museum of Art	fbcb7bf3ffed63d31496b79fd071b4ef	PostDoc	code_3
Canada	Arthritis Society	921f19f51bec9f51095656e5e61632cd	PhD	code_1
Belarus	Yakub Kolas Central Scientific Library	42047688ba2f076ecce05f71df8ba54a	PhD	code_1
Italy	Azienda Ospedaliera Carlo Poma	4072afd46ced21f319087ec63be1e008	assistant_prof	code_3
Germany	German Cement Works Association	4957db983c91d90b0db2a650fadeb861	PostDoc	code_2
United Kingdom of Great Britain and Northern Ireland	Surrey Police	d1c1ff2c7c03a08ac6060cd7e157d727	assistant_prof	code_5
Israel	Shalem College	63b068f9807b2eec65fba21d2556046b	assistant_prof	code_3
United Kingdom of Great Britain and Northern Ireland	Climate Outreach	4a1733f527e930c92a37e1a91b92205c	prof	code_5
Hungary	Wosinsky Mór County Museum	7f636076c6144e92ed567e7b776ec32f	prof	code_3
Canada	Walsh Medical Devices (Canada)	e76c74966d31f8a0d9a6eec98988e251	assistant_prof	code_1
United Kingdom of Great Britain and Northern Ireland	Society for Reproduction and Fertility	a558c8ad8b903de2e6b90c7e087e2dc8	PostDoc	code_5
Chile	Wikimedia Chile	fb12984a268fddc7f6424b43f74f7381	prof	code_1
Netherlands	VeiligheidNL	0f480f2c51d01fb45999ab026f7dcd67	prof	code_4
Canada	Mount Royal University	e3f303453f88a0097399fe0f94cb1b98	PhD	code_1
Czechia	Vakuum Praha (Czechia)	bbdb218999412f36449150b368745d96	PhD	code_2
Japan	Hokkai School of Commerce	c97a102c67d50dad5574d5a5bf0e085f	assistant_prof	code_3
Sri Lanka	Mullaitivu Hospital	e1b4439503dc016dbcc1ce9cf07fc34e	PostDoc	code_5
Finland	Granlund (Finland)	8221a99e5641cf2a0dfa3ac8746b39f7	prof	code_2
Germany	Forschungsinstitut für biologischen Landbau	ba9b73b63ccfb5141b1a2c766dd501b8	PhD	code_2
United Kingdom of Great Britain and Northern Ireland	Whitstable and Tankerton Hospital	f4b32dc7c2d26dcd1f9ba743f99bfcbf	prof	code_5
Spain	Fundación Séneca - Agencia de Ciencia y Tecnología de la Región de Murcia	5fcaac4b423ce36f51ac00275aa0124c	PhD	code_5
Brazil	Uma Gota no Oceano	77fb424fd2e2ed7481877d15c6b6b33a	prof	code_1
United Kingdom of Great Britain and Northern Ireland	Stevenage Bioscience Catalyst	8588a46cc9739bbbb307f74d3fbdf9b1	assistant_prof	code_5
Ireland	KCI (Ireland)	bbcfa59d11fe5634906db111a8944678	assistant_prof	code_3
France	Physiology of Nutrition and Food Behavior	ae5a5a896355c5d81e26e105b01210fa	PhD	code_2
United Kingdom of Great Britain and Northern Ireland	Scope	0ccb4ab207582cdc7c45967b74b804ee	PhD	code_5
China	Ningxia Academy of Agriculture and Forestry Sciences	e4f27d4204a944ec84aab229c7d1bb1d	assistant_prof	code_1
France	Institut Carnot ARTS	01bceadbd5b42cae0728935bbbe2e943	assistant_prof	code_2
Australia	Stillbirth Foundation	f4e72fd35c8a406de15fa866c196bb03	PhD	code_1
Colombia	Parque Explora	19b49974342cc2ef621facf5846d9122	PhD	code_2
India	Sher-i-Kashmir Institute of Medical Sciences	557cc231f68cac30e7948aee16b582c9	PostDoc	code_3
Indonesia	Universitas Cokroaminoto Yogyakarta	f2e6de35e12898b2bccc2cd643badcfc	assistant_prof	code_3
South Africa	Golder Associates (South Africa)	97304d216cab3ed6dbdd57759c970c81	PhD	code_5
Switzerland	Schweizerische Gesellschaft für Volkskunde	0017db2e04187216674beaa2f5418f7f	assistant_prof	code_5
China	Rongcheng City People's Hospital	e812325737e201472908ecde7932d387	prof	code_1
Cambodia	Cambodian University for Specialties	0dbcda0bdbecef06981cad77c72687da	assistant_prof	code_1
India	PBMA's H.V. Desai Eye Hospital	b1eab3c3f8a1ae7d49067c5f46d4fb25	assistant_prof	code_3
Germany	B. Braun Stiftung	82bc69187a65437e1b1589a1ba2fbfcc	PhD	code_2
Slovakia	Betamont (Slovakia)	88ed624fc65f684c457dbd6078af564b	PostDoc	code_5
China	Zhe jiang Research Institute of Traditional Chinese Medicine (China)	81be47b0e7f437ff08801dddabac67ce	assistant_prof	code_1
Kenya	Sahelian Solutions Foundation	629002fa71b1334893c80e04063c71da	PhD	code_3
Canada	Brantford Energy (Canada)	8c41136a5da05cc5b2117b9dac9aec86	assistant_prof	code_1
Poland	ANGA Mechanical Seals (Poland)	96ed33b7e63932e184462f6dc57940ee	assistant_prof	code_4
Sweden	Spiber Technologies (Sweden)	935e839cfe2d2f07a6449b6fe7fb9489	PhD	code_5
Italy	Comitato Termotecnico Italiano Energia e Ambiente	afb7e3187b2182cd142cac9b0afaf8a0	prof	code_3
South Africa	Western Cape Department of Health	7616bde7305f57a0d1f3c30cc23c9e8b	PhD	code_5
Colombia	Universidad Cooperativa de Colombia	6b92c31277ee0c66af24677a4db237fb	assistant_prof	code_2
Canada	Medicine Hat Regional Hospital	a4ee9705534939bb366f606869ccfc62	PostDoc	code_1
United Kingdom of Great Britain and Northern Ireland	Breast Cancer Now	49ddc548f7e7893494d48c3b82693ceb	PostDoc	code_5
Italy	Irecoop Emilia-Romagna (Italy)	2bc6d1c6478ca752a5efe28a4f650c5f	prof	code_3
India	Karnataka Folklore University, Haveri	a48f57f1bf3e4c9e64171b4a25f804fa	PostDoc	code_3
United Kingdom of Great Britain and Northern Ireland	DiagNodus (United Kingdom)	14167ce3a8dec4b5c50ffc6f7039df69	assistant_prof	code_5
Italy	Fondazione Crescere Insieme al Sant'Anna	ebf065ae0ad5854183a1d1fec43fae85	PhD	code_3
Germany	Klinik Bavaria	ec8b64bd293be3cf48758d2e85859746	assistant_prof	code_2
China	China Textile Academy	0b5fd13457a07f0685496c910b86530d	PhD	code_1
Canada	Allocadia (Canada)	2e3182f28fedd87d06b21ca3508bb953	PhD	code_1
Greece	Alexander Fleming Biomedical Sciences Research Center	aef9927610eb1d0f246cf8b568bfcec6	PhD	code_2
France	Languages and Cultures of Sub-Saharan Africa	75101178b250bbd46d89e6836a8b68f5	PhD	code_2
Republic of Korea	Korea Atomic Industrial Forum	057b81e33266211e3f2b956566c30651	PostDoc	code_4
Spain	Complejo Hospitalario Universitario de Albacete	de1f1413ac43f2d65bea296afdb824b9	assistant_prof	code_5
Italy	Lattanzio Group (Italy)	69b416ff2cb32a24a9974ffad1c2c19e	PostDoc	code_3
Czechia	Sudop Group (Czechia)	b66d764870b26cf6ca53b5f2202929bb	PhD	code_2
Netherlands	Damen Shipyards Group (Netherlands)	bb1d26a9058fcaa0fb051eb36d00335b	PhD	code_4
Germany	Berner & Mattner (Germany)	dc43bc69455416eb5bb55bb682f2938b	PhD	code_2
Ukraine	Regional Clinical Hospital named after II Mechnikov	1c122508ac9e6eb0db36e8bba6104616	PhD	code_5
Czechia	Museum of the Bohemian Paradise in Turnov	c3872b3468be92fdd2977ea0aac03ee2	assistant_prof	code_2
Japan	Kamiichi General Hospital	643574f52950f808199a2801b5ae8920	prof	code_3
France	Délégation Régionale Est	ca94a6e083f51482a5e96e350200b6ea	prof	code_2
United Kingdom of Great Britain and Northern Ireland	Northern Powergrid (United Kingdom)	c46afbe08f74f524a8e96878af1b1105	PostDoc	code_5
Germany	Gene Bridges (Germany)	975e55361fbe3036ce7eae0a1fd2d5bf	prof	code_2
Germany	German Center for Integration and Migration Research	4324ebf0a58aff19359ab8cf47b7deb4	prof	code_2
Italy	Giustino Fortunato University	ff81a6389e6f875466094b03f596af0a	prof	code_3
Germany	German Federal Environment Agency	8ae8060b645a015d0eb16b8131010db6	PhD	code_2
France	Maison des Sciences de l’Homme et de la Société de Toulouse	5f1f6dfba888c75de10f4d5ad7c42973	prof	code_2
United Kingdom of Great Britain and Northern Ireland	Oxford Centre for Drug Delivery Devices	ee813cf8be53fd1416ca204c46d452d4	PhD	code_5
Finland	Lapland University of Applied Sciences	7ba715cf675a1e335ae79c147c976e10	assistant_prof	code_2
Germany	Sysmex (Germany)	9945a18ea0bb310dc02cee5d53647b38	PostDoc	code_2
Spain	Pivotal (Spain)	77c9e1f0e58a179f94fcf84dc2f101b8	PhD	code_5
Germany	Education and Science Workers' Union	c6d8961c369606ada367c07a23afad48	prof	code_2
Kazakhstan	Institute of Ionosphere	dda71cd7cde241278ae16babc3194a7f	PhD	code_3
France	European Photonics Industry Consortium	279a9ea23f7d55e577e6ec96bb2d54e0	PostDoc	code_2
Ghana	Nurses' Training College, Ho	3145c9920ab8da5032f23112fde6dc3a	PhD	code_2
Germany	Senckenberg Museum für Naturkunde Görlitz	486dab46953bfd53c681bb4732bd4956	PhD	code_2
United Kingdom of Great Britain and Northern Ireland	Fairfield General Hospital	019fb2958431d7bbdb3a28d4fe72fc8e	PostDoc	code_5
Austria	Nawi Graz	7ea8cef9d06aedd962151d1788002b8d	PostDoc	code_1
Canada	Université de Saint-Boniface	af6ca49a6d84227ef71d8199e0cd7a41	assistant_prof	code_1
Australia	University of Adelaide	017eec2ca4396b5272bad1e0f01e1159	PhD	code_1
Austria	Austrian Marshall Plan Foundation	a39a748acdddd39d4c85b9adc164743c	PostDoc	code_1
Slovakia	Siemens (Slovakia)	649afd4a68ba7c6ede1aa6f73722f25e	prof	code_5
China	China Institute of Geological Environmental Monitoring	946bf5f437cd64c9c63d109e2bbbea05	assistant_prof	code_1
South Africa	International Geographical Union	77418fc9d81ef5a1e0929321d0e99a0b	PostDoc	code_5
France	FHU Neurovasc	7a91276e0583aeb0dca9b6a2585c83b3	PostDoc	code_2
Canada	FPInnovations	6a813b0aad474ff7df036219b04d8c4b	PhD	code_1
France	Manoir Industries (France)	700ebd072281e9102964383a3a5e84e7	PhD	code_2
United Kingdom of Great Britain and Northern Ireland	Micropply (United Kingdom)	5d08c7fb4422c91c0a0ca2b0411ea073	PhD	code_5
China	Municipality of Tai'an	1535090f8a7bd7bf3b4817d024af0c27	PostDoc	code_1
Taiwan (Province of China)	Richtek Technology (Taiwan)	e2c4a9a341548095a4c79f605246fda1	PostDoc	code_5
United Kingdom of Great Britain and Northern Ireland	Max Planck-Bristol Centre for Minimal Biology	300088f960da24ece8bdfd6682541a12	prof	code_5
United Kingdom of Great Britain and Northern Ireland	GreatCell Solar (United Kingdom)	dd492348b2dcf2973017f90b1f22203b	prof	code_5
Czechia	Dálniční Stavby Praha (Czechia)	4f3c404fe3c62feb6e0ef248769b9378	PostDoc	code_2
China	Wenzhou Municipal Sci-Tech Bureau	60fe7affe06c0c55287d29fea4189975	PostDoc	code_1
Germany	Kunstakademie Düsseldorf	9be405e103733d9ceae7d2a73b04cb45	assistant_prof	code_2
Türkiye	Turkish Aerospace Industries (Turkey)	75fd183be894c44a84770fb2a0fbc57a	assistant_prof	code_5
Republic of Korea	Doowon Technical University College	dca7a24d3af310113d4dd70176ac4bdc	assistant_prof	code_4
Armenia	Fondation Université Française en Arménie	e4b3ed59707e5b2291e8e6caeeef7262	prof	code_1
Ukraine	Institute of Artificial Intelligence Problems	acfe7fd6f38bb3138936c2b817520884	prof	code_5
South Africa	Life Groenkloof Hospital	0f63f4bd3cd2572e273997ea964cb258	assistant_prof	code_5
Russian Federation	Moscow Humanitarian-Technical Academy	cb554b12ea5b44c99eb7b51ae02767a0	PhD	code_4
Germany	Curt Engelhorn Centre Archaeometry	cf2d10f98d6d2b7dd3a317721e6bd217	PostDoc	code_2
India	Gateway Group (India)	8b4fc3a9715500c9d935519d3270ff09	assistant_prof	code_3
Australia	Dermatology Institute of Victoria	2233865934bf9e7ed5f77eab9a357c8c	PhD	code_1
United Kingdom of Great Britain and Northern Ireland	Hourglass Group (United Kingdom)	f6272fccc7b3a9e6bc5c7ee805fc634d	prof	code_5
Germany	University of Applied Sciences Würzburg-Schweinfurt	0d801b15ff1736e6ac64e568fbfd64b7	assistant_prof	code_2
Norway	Universitetsforlaget (Norway)	6bfe3e00e2cb72f95ef0aaff9436d30c	PostDoc	code_4
Brazil	Bevi Plastic (Brazil)	42c18c383a2631cd1bf61f3c4245029d	assistant_prof	code_1
China	Fujian Tobacco Industry Limited Liability Company (China)	e805bf3f8b860b4964b667d322a8bf1a	assistant_prof	code_1
France	Oberthur Technologies (France)	a525261bfe8c25acd02bbc586edafb63	PostDoc	code_2
Canada	Kronos (Canada)	11b96a8ce432b294d2408b6eb03a417d	assistant_prof	code_1
Germany	Franziskus-Krankenhaus Berlin	bd218627cead628ed29459a51e03296e	assistant_prof	code_2
Belgium	Signosis	2710ae9bb4a7ea6f02c1675ffedf13ab	PhD	code_1
Russian Federation	Russian Foundation for Basic Research	cfaf82d9365ed49f4c856aa8fc46961c	assistant_prof	code_4
South Africa	Damelin	076aaff04c6a44d7b0f9cdfd178e4326	PostDoc	code_5
Slovenia	Harpha Sea (Slovenia)	1e87bbf0c9330b86fabbac586c141acb	prof	code_5
Spain	Mobility and Logistics Cluster MLC ITS Euskadi	e87134baef08776d51d88dc6df0e1e9b	PostDoc	code_5
Japan	National Institute of Technology, Oita College	8b97a2f94308bf72a87171174bcf89bc	assistant_prof	code_3
United Kingdom of Great Britain and Northern Ireland	National Literacy Trust	33729b12098ed811238355e7a0a2155b	assistant_prof	code_5
Canada	Misericordia Community Hospital	d80ab0ce49597f9d0c0e245bb2191279	PhD	code_1
Morocco	Centre Jacques Berque pour le Développement des Sciences Humaines et Sociales	bb6ea5c5da4214aa10205e657e66f411	PhD	code_4
Colombia	Technological University of Choco	dee2757486af6cc4107da1ab0756550d	prof	code_2
Canada	Statistics Canada	b24cbd520f23d305a447920fe74b20e5	PostDoc	code_1
France	Hôpital de Vaugirard-Gabriel Pallez	2f96ecebe25b8a75bc2cc25828fa1544	PhD	code_2
Republic of Korea	Hansol Chemical (South Korea)	521b243fe461aa3531873c1f2373c665	prof	code_4
Jordan	Ministry of Health	7037039c44167b4290437aa6d8eee77a	PostDoc	code_3
Romania	Nicolae Bălcescu Land Forces Academy	d4de53c547527ead6caa3d4925ee76c5	assistant_prof	code_4
India	Digital Empowerment Foundation	7e03413bc723b46f81eb20d944e8fab3	PostDoc	code_3
Brazil	Cardiovascular Research Center	870a702fd4312c7e8a4063004786d389	prof	code_1
France	Genetics and Improvement of Fruit and Vegetables	e50981cd0bcc923702440ccd312f4ac0	prof	code_2
United Kingdom of Great Britain and Northern Ireland	Poplar Housing and Regeneration Community Association	e65837c8050ccee936584ccefac6b06d	PostDoc	code_5
Belgium	Clinique Saint Jean	e995cefc4278b11b82ebdd8bd503a992	prof	code_1
Sweden	Instant Advice (Sweden)	dc76caf8fcc914cc92cf5db5b4e261bd	prof	code_5
Poland	Dolnośląska Wyższa Szkoła Przedsiębiorczości i Techniki w Polkowicach	da44aa456b0079c26a2b96f16ef4f1d6	assistant_prof	code_4
Japan	Gifu Prefectural Gifu Kita Senior High School	6b20c4a35b3a311c9bf9279420a6aab3	assistant_prof	code_3
France	Équipe Monde Arabe Méditerranée	d19ce64d3e64e399195a8799f1b9c65e	prof	code_2
Italy	Ospedale Cisanello	5b5069fbb150dafb60d59a19be4e48e0	PhD	code_3
Japan	Institute of Applied Energy	963aa1fe3c5882dab06626dc4e0156a9	assistant_prof	code_3
France	Eurocontrol	e7a106e44887e70db0d31e7a954d24cb	prof	code_2
Germany	IOT Labs	2eb9fc9045b2245dfbf498b587e20c08	PhD	code_2
China	Everbright International (China)	f2745147139105c4e5f3989034ec6c13	PostDoc	code_1
France	Centre for Research in Epidemiology and Population Health	04ee9d5c13a26a78f4f789548df2b82c	assistant_prof	code_2
United Kingdom of Great Britain and Northern Ireland	Eisai (United Kingdom)	19743ebf51d56d38e3e1a722551b0ab6	prof	code_5
Kenya	Lukenya University	9807f146ed3413ee4cac1380a6349e75	PhD	code_3
Nepal	Rural Self-Reliance Development Centre	8dc910652f2cc6c684dc58c92759d7a6	PostDoc	code_4
Norway	Avinet (Norway)	d2e502d55357fa6cf359b2cb9dfa73f4	PostDoc	code_4
Argentina	Academia Nacional de la Historia de la República Argentina	6ded525352074a2b86b517de537851b1	PostDoc	code_1
Switzerland	Medela (Switzerland)	654e77e18dee970701bd553261dd28e3	prof	code_5
Switzerland	Krisenintervention Schweiz	1bd61dac90a755812c0087f16402aa76	PostDoc	code_5
Japan	Sumitomo Rubber Industries (Japan)	997433fe1a0eab247d2e9877098bed52	assistant_prof	code_3
Canada	Invenia (Canada)	da88e36e7cbc39f71670da5753f965a7	prof	code_1
China	Henan University of Technology	547360726ecea8fe5b3e0fa86781e426	PhD	code_1
Egypt	Grand Egyptian Museum	1a8224bf1e748ec937601a530bf9cc5b	prof	code_2
New Zealand	Institute of Environmental Science and Research	89ae2fd91dd83642efbd643a87dbe70c	assistant_prof	code_4
Finland	Victoriastiftelsen	10bf450877b643d58204a3d46a036252	assistant_prof	code_2
Russian Federation	Moscow Institute of Entrepreneurship and Law	7a59f51006f10fb18211c6fb0cd58b91	PostDoc	code_4
Czechia	Benet Gold (Czechia)	16c7df15259d0d279b24118eb00a8c81	PhD	code_2
Belgium	European Writers' Council	4c62834a7bc9bd658ed518b52d6eeb7e	assistant_prof	code_1
Sweden	Renapharma (Sweden)	8cb284d1c50748a975f9d392254ac858	PostDoc	code_5
Germany	Bundesinstitut für Bau-, Stadt- und Raumforschung	3c66a9ed412caa2edb818952027e8a08	prof	code_2
Canada	Bentley (Canada)	61cb757c7993e99ef9f014916c2bba68	prof	code_1
Japan	Nissan (Japan)	265148cce81e062fc5b3f817aecf4712	PhD	code_3
Brazil	Instituto Polis	08b5d2f273affc6a69c8c58ca492bbb4	assistant_prof	code_1
United Kingdom of Great Britain and Northern Ireland	Germinal (United Kingdom)	6297ab21acb9db3ad997ae7e74ae3e0d	prof	code_5
China	People’s Hospital of Rizhao	a9946b3feb7d823af17da8da548497dc	PostDoc	code_1
China	Yunnan Water Conservancy and Hydropower Survey and Design Institute	506a2b36a559d12b1744a02e95159ab4	assistant_prof	code_1
France	Magellium (France)	cfc8c4a56e1f937503970d6d3233e994	PostDoc	code_2
United Kingdom of Great Britain and Northern Ireland	Agricultural Development Advisory Service (United Kingdom)	8bf09dc44558fe18b29ec3f4c85d1eea	PhD	code_5
Switzerland	Swiss Society of Engineers and Architects	2c53311f98f74d774213e2de3841e271	assistant_prof	code_5
France	French Clinical Research Infrastructure Network	4d7d84f86f996d3d9df58cc137b9939d	assistant_prof	code_2
Brazil	Associação Brasileira para a Proteção dos Alimentos	0631dcbfe9b99dabd0a8ae1c43b12cf5	prof	code_1
United Kingdom of Great Britain and Northern Ireland	Sage Gateshead	7a4dcc166c6badffeec04d7bfa2c23db	assistant_prof	code_5
Russian Federation	Institute of Legal Economics	7db7b9748d7fb4990d227853cffaead3	PhD	code_4
Spain	Catalonian Research and Innovation Centre	828345c2139f21f21358496335083f9f	assistant_prof	code_5
United Kingdom of Great Britain and Northern Ireland	Cavendish Hospital	ba4f1c017c68f12620cbef7302c6226c	assistant_prof	code_5
Bulgaria	Bratya Daskalovi Municipality	3986818fe409e06346c0898174d77dd1	PostDoc	code_1
United Kingdom of Great Britain and Northern Ireland	The Western Front Association	030bc778411d262577e6358f360a59d0	prof	code_5
France	Institut de Mathématique et de Modélisation de Montpellier	b270f88d796b358e887e55e652b73ddb	PhD	code_2
Sweden	NeoZeo (Sweden)	22379ab74085b600bc1225e75bac2799	PhD	code_5
Switzerland	Helsana Group (Switzerland)	2d482d0cb8bd33dd2c488a5a79f3a87f	PhD	code_5
